BIOMASS CALCULATION RESULTS
==================================================
Generated on: 2025-11-22 10:33:54
Total records: 1104

plot	plotkey	year	origin	tree status	tree number	speccode	dbh	height	Bark (KG)	Foliage (KG)	Branch (KG)	Crown (KG)	Stem (KG)	Total (KG)
SR5408PSP	9185	1995	N	L	88	55	8.8	12	N/A	N/A	N/A	N/A	N/A	N/A
CE0068PSP	8701	1994	N	L	62	20	4.7	4.67	0.4356	1.1126	0.3570	1.4696	2.6364	4.1060
HEM_PENT073PGP	12249	1991	N	L	12	30	11.5	15	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK862PGP	12157	1990	N	L	27	1001	12.8	8	N/A	N/A	N/A	N/A	N/A	N/A
SR4008PSP	9093	1995	N	L	42	123	9.2	18.7	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW4-2002-11PGP	5004	2007	N	L	94	3	5.6	6.28	0.6513	0.7648	0.5068	1.2717	5.7093	6.9809
SR0204PSP	8964	1993	N	L	7	33	12.7	14.8	5.0055	3.4988	7.4329	10.9317	53.3363	64.2680
NP1996007PSP	2975	2011	N	L	265	903	7.9	7.95	N/A	N/A	N/A	N/A	N/A	N/A
SR1401PSP	9018	2007	N	L	61	42	3.4	6.4	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW4-185-1PGP	4761	2014	N	L	476	25	33.5	17	28.8248	14.8640	55.8197	70.6837	366.4440	437.1278
LD1203PGP	10727	2008	N	L	76	44	28.3	20.7	21.3521	8.3532	101.3986	109.7519	342.5338	452.2856
SR2230PSP	9061	1995	N	L	56	117	3.2	5.45	N/A	N/A	N/A	N/A	N/A	N/A
LD1205PGP	10729	2016	N	L	134	1001	11.8	11.9	N/A	N/A	N/A	N/A	N/A	N/A
SR4005PSP	9090	1994	N	L	22	94	16.5	15	N/A	N/A	N/A	N/A	N/A	N/A
THU2010001PGP	7684	2010	N	L	64	45	21.2	15.69	18.3151	3.4078	18.7749	22.1827	141.1396	163.3223
CE7026PSP	8904	1999	N	L	36	70	14.6	19.1	11.9694	1.7748	5.7693	7.5441	63.2434	70.7875
SR5210PSP	9170	1995	N	L	11	30	16.5	21.5	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2002067PGP	5894	2002	N	L	929	20	6.2	5.24	0.8347	1.7668	0.7215	2.4883	5.1169	7.6051
SR4008PSP	9093	1995	N	L	31	94	5.7	9.52	N/A	N/A	N/A	N/A	N/A	N/A
BP1993016PSP	3190	1993	N	L	21	25	21.9	18.55	11.7515	7.8985	21.3123	29.2108	131.0450	160.2558
SR1206PSP	9007	2000	N	L	25	40	38.6	24.5	47.5882	12.9162	162.8105	175.7267	431.5221	607.2488
SR5021PSP	9159	1995	N	L	63	50	7.3	8.38	1.0220	1.0840	3.0721	4.1561	7.8132	11.9692
SR0204PSP	8964	1993	N	L	77	124	33	20	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1998	N	L	3	111	6.2	11.2	N/A	N/A	N/A	N/A	N/A	N/A
SR0207PSP	8967	1993	N	L	86	50	25	20	21.8003	5.6667	45.1116	50.7783	184.5313	235.3097
SR0401PSP	8978	1997	N	L	11	75	21.5	20.9	N/A	N/A	N/A	N/A	N/A	N/A
LD2902PGP	10650	2011	N	L	206	72	3.4	7.1	N/A	N/A	N/A	N/A	N/A	N/A
SR0022PSP	8960	2000	N	L	30	123	33.6	32.4	N/A	N/A	N/A	N/A	N/A	N/A
SR1401PSP	9018	1992	N	L	12	56	11.1	15.24	N/A	N/A	N/A	N/A	N/A	N/A
ACH_CPGP	12061	1984	N	L	39	2	26.4	25.1	15.5698	18.5197	26.9189	45.4386	185.0946	230.5332
SR4427PSP	9143	1999	N	L	96	94	31	20.1	N/A	N/A	N/A	N/A	N/A	N/A
CHT2002032PGP	7062	2010	N	L	139	22	10.4	8.1	1.7243	2.8532	3.1242	5.9774	13.3483	19.3257
SR4011PSP	9096	1995	N	L	47	55	14.4	19.1	N/A	N/A	N/A	N/A	N/A	N/A
SR0212PSP	8972	1994	N	L	55	60	6.9	9.88	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200509PGP	5624	2005	N	L	315	73	15.9	13	10.2666	2.4489	9.6019	12.0508	55.3979	67.4487
SR2236PSP	9064	1995	N	L	55	44	4	6.5	0.2673	0.3535	0.9860	1.3395	3.8448	5.1842
SR1022PSP	8999	2010	N	L	24	124	17	17.3	N/A	N/A	N/A	N/A	N/A	N/A
SR3009PSP	9073	2008	N	L	21	55	22.2	19.7	N/A	N/A	N/A	N/A	N/A	N/A
SR1021PSP	8998	2006	N	L	79	124	39.4	24.5	N/A	N/A	N/A	N/A	N/A	N/A
HEM_LAWR227PGP	12200	1991	N	L	15	1001	8.5	7	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	17	5	26.5	8.98	N/A	N/A	N/A	N/A	N/A	N/A
SR5002PSP	9145	1998	N	L	36	123	30	22	N/A	N/A	N/A	N/A	N/A	N/A
SR5207PSP	9167	1994	N	L	5	46	14.1	20.5	7.9572	2.8487	16.8045	19.6532	65.4389	85.0921
FCDOM200436PGP	5587	2009	N	L	302	3	26.1	20.95	15.7648	10.9477	20.8700	31.8176	220.4100	252.2276
FCTEM_KAP2000036PGP	5718	2000	N	L	28	73	2.5	3.69	0.2059	0.1219	0.1099	0.2318	0.6886	0.9204
CE4121PSP	8841	2021	N	L	26	37	44.1	26.8	95.3184	22.2128	274.2761	296.4890	775.9259	1072.4149
SR1207PSP	9008	2008	N	L	35	90	32.6	30.4	N/A	N/A	N/A	N/A	N/A	N/A
SR1208PSP	9009	2000	N	L	26	78	31.1	29.5	N/A	N/A	N/A	N/A	N/A	N/A
SR0204PSP	8964	1998	N	L	30	39	36.2	22.5	N/A	N/A	N/A	N/A	N/A	N/A
SR5022PSP	9196	1996	N	L	52	19	6.9	6.32	1.2475	2.0677	1.7247	3.7924	7.4122	11.2045
SR1401PSP	9018	2012	N	L	61	42	3.7	6.1	N/A	N/A	N/A	N/A	N/A	N/A
CE1011PSP	8718	1993	N	L	109	38	2.7	4.49	0.1472	0.2770	0.1705	0.4475	0.8594	1.3069
SR0205PSP	8965	1998	N	L	48	124	32.1	25.5	N/A	N/A	N/A	N/A	N/A	N/A
SR5003PSP	9146	1992	N	L	49	123	13.2	17.5	N/A	N/A	N/A	N/A	N/A	N/A
ARGS131PGP	11921	1982	N	L	19	56	27.9	22.25	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	14	5	11.2	7.51	N/A	N/A	N/A	N/A	N/A	N/A
SR4426PSP	9142	1995	N	L	53	47	2.5	5.32	0.2724	0.3179	0.1506	0.4686	1.4322	1.9007
CE1005PSP	8712	1998	N	L	4	14	3.6	3.8	0.3203	0.1467	0.0332	0.1799	2.1583	2.3382
SR0209PSP	8969	1994	N	L	29	60	23.1	23.5	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM_KAP2000043PGP	5725	2011	N	L	198	73	10.5	11.41	4.2720	1.2496	3.5228	4.7724	20.5817	25.3540
SR4206PSP	9104	1993	N	L	29	41	20.9	18	22.4928	6.0483	39.6374	45.6857	147.7082	193.3940
SR5208PSP	9168	1998	N	L	26	22	4.2	4.9	0.2470	0.5956	0.5396	1.1352	1.8111	2.9463
SR0007PSP	8947	1993	N	L	7	123	35.6	35.4	N/A	N/A	N/A	N/A	N/A	N/A
GCF1994006PGP	7622	1994	N	L	15	38	29.9	18.3	47.8372	14.1274	79.0710	93.1985	340.2992	433.4976
BP1993015PSP	3189	1993	N	L	39	13	9.2	7.42	2.2201	3.8023	2.8345	6.6368	14.8720	21.5088
SR0404PSP	8981	1993	N	L	2	124	20.1	21.6	N/A	N/A	N/A	N/A	N/A	N/A
SR0204PSP	8964	1993	N	L	11	33	11.6	11.83	4.1596	3.1219	5.6119	8.7338	44.1171	52.8509
SR5023PSP	9160	1999	N	L	31	5	5.5	8	N/A	N/A	N/A	N/A	N/A	N/A
SR4012PSP	9097	1995	N	L	260	170	5.2	6.65	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK300PGP	12144	1991	N	L	9	19	27	17	29.8893	21.0119	37.9252	58.9371	188.8692	247.8063
KLK1994013PSP	3403	2006	N	L	28	73	3.6	4.62	0.4449	0.2203	0.2651	0.4854	1.6256	2.1110
FCDOM200304PGP	5538	2003	N	L	277	74	5.6	7.34	1.0403	0.4330	0.6160	1.0490	5.3408	6.3898
SR1021PSP	8998	2010	N	L	112	94	5.7	9.6	N/A	N/A	N/A	N/A	N/A	N/A
SR1017PSP	8994	2009	N	L	25	123	19.2	21.3	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW3-15A-0PGP	4718	2005	N	L	231	74	31	22.28	62.6573	7.0495	46.0691	53.1185	359.7387	412.8573
SR0205PSP	8965	1993	N	L	10	50	6.1	8.05	0.6540	0.8516	2.0759	2.9275	4.9266	7.8541
BY_TCPGP	3512	2006	N	L	152	37	12	14.3	5.1140	3.6039	11.9973	15.6012	46.1999	61.8011
WWA1999008PSP	3147	1999	N	L	329	37	52.9	17.9	143.4722	28.6427	424.7923	453.4351	1151.1662	1604.6013
SR1216PSP	9015	2006	N	L	7	32	27.1	21.7	28.6943	7.7559	63.5907	71.3466	261.0024	332.3490
HEM_DICK300PGP	12144	1991	N	L	11	19	16.1	13.5	8.9691	8.7269	11.7566	20.4836	55.3640	75.8476
SR5001PSP	9144	1992	N	L	19	123	15.2	18.5	N/A	N/A	N/A	N/A	N/A	N/A
ARGS003PGP	11794	1977	N	L	15	51	21.3	17.37	18.4678	4.3153	21.6226	25.9379	107.8800	133.8179
SR0406PSP	8983	1993	N	L	38	86	29.4	23.5	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW56-2005-12PGP	5163	2005	N	L	45	45	37.6	15.99	60.1797	7.4219	58.2884	65.7103	532.0943	597.8046
LD0904PGP	10713	2007	N	L	169	58	2.8	5.2	0.4504	0.2986	0.6307	0.9293	3.2108	4.1402
GCF1994010PGP	7626	2019	N	L	244	903	10.5	8.8	N/A	N/A	N/A	N/A	N/A	N/A
1170511PIP	10344	2016	N	L	9	13	8.1	6.3	1.6685	3.1756	2.1739	5.3495	10.8537	16.2032
FCWEY4S2001040PGP	6369	2013	N	L	832	3	19.9	14	8.9915	6.8496	10.8394	17.6891	115.6091	133.2981
FOR2011001PSP	6883	2011	N	L	73	25	25.2	19.6	15.8040	9.7323	29.2893	39.0216	183.9969	223.0185
SR0401PSP	8978	1992	N	L	22	1	3.5	3.5	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200347PGP	5511	2003	N	L	157	32	13.6	14.63	6.7951	2.7199	11.4664	14.1864	52.9226	67.1090
CE3017PSP	8776	2004	N	L	110	139	3.8	7.7	N/A	N/A	N/A	N/A	N/A	N/A
GGM1994002PSP	3302	1994	N	L	26	3	14.5	18.55	4.6687	3.9624	5.0456	9.0080	54.4769	63.4849
CE3004PSP	8763	1993	N	L	41	2	16.8	16.8	6.1567	7.2694	7.7616	15.0311	62.2613	77.2924
SR5211PSP	9171	1994	N	L	74	56	38.6	18.84	N/A	N/A	N/A	N/A	N/A	N/A
FCACI_TB200004PGP	4269	2000	N	L	640	38	2.9	4.53	0.1748	0.3114	0.2046	0.5160	1.0264	1.5424
SR0205PSP	8965	1998	N	L	34	60	8.8	12.8	N/A	N/A	N/A	N/A	N/A	N/A
SR2230PSP	9061	1995	N	L	52	22	26.1	16.1	12.3894	13.9885	18.5632	32.5517	101.3767	133.9284
MAN1994007PSP	2935	2001	N	L	94	74	9.8	16.35	3.9737	1.0783	2.5256	3.6039	21.1544	24.7583
CE0060PSP	8693	1994	N	L	35	37	49.5	21.19	123.5738	26.1037	362.0834	388.1871	996.7484	1384.9354
SR5408PSP	9185	1995	N	L	310	55	9.5	13.6	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1998	N	L	54	78	6	6.8	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	43	111	10.3	11.8	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	1992	N	L	37	123	17.5	19.51	N/A	N/A	N/A	N/A	N/A	N/A
SR0201PSP	8961	1992	N	L	121	47	12.5	14.23	7.3917	2.2596	6.4782	8.7378	46.2340	54.9718
BP1993031PSP	3205	1993	N	L	799	20	11.3	8.95	3.4178	4.8128	3.3155	8.1283	21.5349	29.6632
1211956PIP	6714	2012	N	L	6	13	11.5	10.4	3.6621	5.2132	4.5127	9.7258	25.8367	35.5625
1280666PIP	6759	2012	N	L	72	41	3.3	5.7	0.4670	0.2752	0.2346	0.5099	2.7836	3.2935
1287331PIP	212	2011	N	L	7	45	7.7	8.8	2.2369	0.8610	2.5349	3.3959	13.6143	17.0102
SR5404PSP	9181	1998	N	L	17	170	8.3	11.7	N/A	N/A	N/A	N/A	N/A	N/A
IFF1993009PSP	3361	2018	N	L	201	139	8.4	12	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	38	78	3.9	6.55	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	2007	N	L	17	46	25.6	21.4	26.1458	5.9245	63.5051	69.4296	235.4116	304.8412
1232416PIP	6943	2015	N	L	24	73	19.5	14	15.8026	3.4096	15.7235	19.1331	90.2580	109.3911
FECGY864PGP	12840	2011	N	L	80	39	5.5	8.27	N/A	N/A	N/A	N/A	N/A	N/A
CHT2005003PGP	7073	2005	N	L	22	73	37.5	19.7	62.9277	9.8447	76.3533	86.1980	433.1917	519.3897
CE1017PSP	8722	2004	N	L	5	1	9.9	6.95	N/A	N/A	N/A	N/A	N/A	N/A
1191036PIP	10484	2017	N	L	22	3	23.3	19.4	12.4639	8.9972	15.8663	24.8635	168.2456	193.1091
SR1017PSP	8994	2009	N	L	4	170	28.4	26.2	N/A	N/A	N/A	N/A	N/A	N/A
LSJP1993031PSP	3464	1993	N	L	778	3	5.7	5.42	0.6756	0.7886	0.5290	1.3176	5.9534	7.2710
SR1209PSP	9010	2009	N	L	19	94	26.2	21.6	N/A	N/A	N/A	N/A	N/A	N/A
SR1202PSP	9003	1993	N	L	53	124	3.3	5.56	N/A	N/A	N/A	N/A	N/A	N/A
KAP2005002PGP	7604	2022	N	L	32	25	8.7	8.5	1.6741	2.0006	2.6330	4.6337	14.1294	18.7630
ARGS085PGP	11876	1977	N	L	21	44	15.5	15.54	5.5475	3.1567	24.3729	27.5296	86.0428	113.5725
LSJP1993002PSP	3438	2004	N	L	33	3	11.5	8.55	2.8892	2.6540	2.8823	5.5363	31.4178	36.9541
SR1001PSP	8985	2012	N	L	93	1196	7.4	11.6	N/A	N/A	N/A	N/A	N/A	N/A
SR3025PSP	9085	1995	N	L	16	47	3.2	6.39	0.4520	0.4295	0.2682	0.6977	2.4393	3.1370
SR4406PSP	9127	1993	N	L	17	123	5.7	9.62	N/A	N/A	N/A	N/A	N/A	N/A
MCR2005003PSP	7404	2005	N	L	86	25	4.8	5.29	0.4771	0.8260	0.6845	1.5105	3.3825	4.8931
SR0208PSP	8968	1993	N	L	11	123	7	9.99	N/A	N/A	N/A	N/A	N/A	N/A
COC2019002PSP	10594	2019	N	L	19	73	19.2	16.2	15.2933	3.3249	15.1453	18.4703	86.9703	105.4405
1197961PIP	10361	2016	N	L	5	73	2.6	4.2	0.2237	0.1300	0.1208	0.2507	0.7551	1.0059
SR1201PSP	9002	2012	N	L	21	90	31.6	21.2	N/A	N/A	N/A	N/A	N/A	N/A
SR4413PSP	9134	1999	N	L	12	123	4.9	8.4	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK862PGP	12157	1990	N	L	18	1001	13.6	8.5	N/A	N/A	N/A	N/A	N/A	N/A
TIM1999003PSP	3143	1999	N	L	43	20	6.3	5.51	0.8667	1.8146	0.7515	2.5660	5.3167	7.8827
SR4012PSP	9097	1995	N	L	100	55	11.1	8.02	N/A	N/A	N/A	N/A	N/A	N/A
SR0207PSP	8967	1993	N	L	107	54	28	15.5	N/A	N/A	N/A	N/A	N/A	N/A
SR5024PSP	9161	1997	N	L	29	58	34.6	22.9	45.7330	6.6110	98.8366	105.4476	408.7700	514.2176
FCDOM200339PGP	5503	2013	N	L	136	74	18.5	17.6	18.1995	3.0383	12.5354	15.5737	100.9947	116.5684
SR1203PSP	9004	2008	N	L	3	124	28.1	26.7	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	39	111	8.6	9.6	N/A	N/A	N/A	N/A	N/A	N/A
FCWEY4S2002024PGP	6394	2007	N	L	46	3	4	5.5	0.3245	0.4275	0.2249	0.6523	2.5771	3.2294
FCBOW12-2002-13PGP	4982	2002	N	L	73	3	7.2	4.71	1.0959	1.1811	0.9301	2.1111	10.3507	12.4618
SR1001PSP	8985	2012	N	L	128	1196	4.4	9.5	N/A	N/A	N/A	N/A	N/A	N/A
SR5014PSP	9156	1994	N	L	63	33	34.3	22.8	38.1163	12.2106	162.0468	174.2573	427.4785	601.7359
CE1013PSP	8719	2000	N	L	62	70	18.6	25.15	20.5091	2.8909	10.9677	13.8586	110.9339	124.7925
SR1001PSP	8985	1998	N	L	21	56	6.5	10.2	N/A	N/A	N/A	N/A	N/A	N/A
BR0554PGP	7243	2015	N	L	113	903	8.7	14.87	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200239PGP	5466	2012	N	L	180	70	9.7	10.3	4.8209	0.7786	1.9499	2.7285	24.4919	27.2204
SR0201PSP	8961	1992	N	L	38	39	55.9	31.2	N/A	N/A	N/A	N/A	N/A	N/A
1273661PIP	34	2017	N	L	126	1092	11	10.2	N/A	N/A	N/A	N/A	N/A	N/A
SR0210PSP	8970	1998	N	L	29	47	3.4	6.2	0.5118	0.4624	0.3091	0.7715	2.7801	3.5516
SR1001PSP	8985	2007	N	L	128	1196	4	8.2	N/A	N/A	N/A	N/A	N/A	N/A
SR1017PSP	8994	2009	N	L	53	123	26.8	24.6	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	2012	N	L	101	46	27.2	21.8	29.5065	6.3823	72.6940	79.0763	268.1446	347.2209
ARGS058PGP	11849	1977	N	L	7	75	25.9	19.81	N/A	N/A	N/A	N/A	N/A	N/A
SR5415PSP	9192	1995	N	L	36	94	10.7	13.9	N/A	N/A	N/A	N/A	N/A	N/A
SR1213PSP	9014	2009	N	L	36	46	4.9	7.1	0.9665	0.7782	1.5930	2.3712	6.7883	9.1595
SR5209PSP	9169	1995	N	L	2	30	26.3	25.4	N/A	N/A	N/A	N/A	N/A	N/A
SR4218PSP	9116	1994	N	L	28	41	16.1	17	13.0069	3.9078	19.1950	23.1028	84.2437	107.3465
SR2209PSP	9048	1995	N	L	36	55	18.4	16	N/A	N/A	N/A	N/A	N/A	N/A
SR1023PSP	9000	2005	N	L	16	51	9.4	11.9	3.3208	1.1303	3.4656	4.5959	15.7708	20.3667
SR5408PSP	9185	2012	N	L	187	55	32.6	22.6	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	49	111	28	18.6	N/A	N/A	N/A	N/A	N/A	N/A
WWA1999009PSP	3148	1999	N	L	309	22	21.2	9.97	7.9343	9.7666	12.4096	22.1763	64.1122	86.2884
SR5417PSP	9194	1999	N	L	26	170	19.4	20.2	N/A	N/A	N/A	N/A	N/A	N/A
1273661PIP	34	2008	N	L	126	1092	9.6	8.6	N/A	N/A	N/A	N/A	N/A	N/A
SR1015PSP	8992	2009	N	L	80	88	16.2	17.3	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	78	124	3.2	5.43	N/A	N/A	N/A	N/A	N/A	N/A
SR0001PSP	8941	1997	N	L	12	94	3.8	4.9	N/A	N/A	N/A	N/A	N/A	N/A
CE6102PSP	8873	2021	N	L	35	41	36.8	26.6	73.7558	15.5933	190.9458	206.5391	499.1252	705.6642
NBBW101PGP	12369	2003	N	L	19	38	30.5	18.5	50.1788	14.5939	83.1856	97.7795	357.5502	455.3297
CHA1999004PSP	3124	2006	N	L	120	32	17.4	16.68	11.3703	3.9554	21.1498	25.1053	93.5715	118.6767
SR0401PSP	8978	1992	N	L	27	75	36.3	21.8	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	69	33	20.5	21.6	13.3153	6.3903	32.8260	39.2164	145.4203	184.6367
SR0206PSP	8966	1993	N	L	64	55	34.1	25	N/A	N/A	N/A	N/A	N/A	N/A
SR0209PSP	8969	1998	N	L	19	60	19.1	23.2	N/A	N/A	N/A	N/A	N/A	N/A
SR5408PSP	9185	1995	N	L	155	58	11.1	13.2	5.6606	1.6293	10.0537	11.6830	45.6342	57.3172
COC1994003PSP	3266	2018	N	L	24	25	13.2	9.5	4.0362	3.7195	6.7699	10.4894	38.5891	49.0785
SR5416PSP	9193	1998	N	L	8	47	42.2	20.5	89.6286	9.9516	111.2573	121.2089	641.8591	763.0680
SR0208PSP	8968	1993	N	L	16	68	14.7	13.3	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1999	N	L	14	5	12	7.8	N/A	N/A	N/A	N/A	N/A	N/A
ACH_EPGP	12063	1952	N	L	47	1	16	20.1	N/A	N/A	N/A	N/A	N/A	N/A
SR0407PSP	8984	1997	N	L	7	60	31.6	25.1	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2001118PGP	5952	2001	N	L	74	12	7	5.18	1.0234	2.7807	1.6275	4.4082	6.4351	10.8433
SR0216PSP	8976	2000	N	L	45	56	6.7	10.1	N/A	N/A	N/A	N/A	N/A	N/A
NP1995014PSP	2961	2011	N	L	131	1091	8.8	8.55	N/A	N/A	N/A	N/A	N/A	N/A
ARGS226PGP	12016	1977	N	L	15	37	17	16.46	11.1876	5.8632	27.7199	33.5831	98.2764	131.8595
HEM_LAWR130PGP	12194	1991	N	L	23	14	9.4	7	2.3825	1.4989	0.7691	2.2680	18.7994	21.0674
SR5013PSP	9155	1994	N	L	59	44	5.4	7.9	0.5234	0.5742	2.0068	2.5810	7.6545	10.2355
FCABI200303PGP	4461	2022	N	L	144	1091	7.5	7.9	N/A	N/A	N/A	N/A	N/A	N/A
SR5406PSP	9183	1993	N	L	19	33	45.5	24	67.8984	17.4227	389.3224	406.7450	772.6889	1179.4340
CE3015PSP	8774	1993	N	L	39	37	18.7	15.3	13.8601	6.6985	34.8591	41.5575	120.8252	162.3827
CE0067PSP	8700	1994	N	L	1	2	14.3	15.17	4.4230	5.2087	4.9822	10.1909	42.2506	52.4414
SR0205PSP	8965	1993	N	L	30	60	19.6	13.5	N/A	N/A	N/A	N/A	N/A	N/A
SR4222PSP	9119	1995	N	L	32	1	57.5	29.4	N/A	N/A	N/A	N/A	N/A	N/A
SR4204PSP	9102	1993	N	L	29	55	4.5	5.63	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2003046PGP	6017	2013	N	L	325	38	11.6	12.1	4.9054	3.0039	7.0487	10.0526	32.2560	42.3086
FCABI200605PGP	4658	2011	N	L	1	45	39.4	22.19	66.3151	7.9087	63.9343	71.8429	593.0229	664.8659
FCACI_TB200409PGP	4545	2014	N	L	882	74	45.5	25.7	157.0655	13.1784	121.2272	134.4055	925.0166	1059.4222
ACH_HPGP	12066	1958	N	L	5	2	30.5	20.1	20.9402	24.9662	40.0465	65.0127	262.2742	327.2870
SR0204PSP	8964	1993	N	L	64	124	8.3	11.9	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK862PGP	12157	1990	N	L	12	1001	10	9	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1993	N	L	20	50	39.9	22	69.6918	10.6201	125.1491	135.7692	613.4133	749.1825
SR0208PSP	8968	1998	N	L	34	68	6.6	9.7	N/A	N/A	N/A	N/A	N/A	N/A
1143071PIP	10437	2017	N	L	98	13	18.8	12	11.0281	10.4472	12.5679	23.0151	87.3489	110.3640
FCDOM200322PGP	5556	2008	N	L	338	74	29.8	22	57.0046	6.6100	41.7041	48.3141	326.4313	374.7454
SR0015PSP	8955	1999	N	L	43	58	41.9	27.2	65.0148	8.3692	145.2279	153.5971	591.3815	744.9786
CHA1995027PSP	3263	1995	N	L	52	20	8.6	8.25	1.8000	3.0509	1.6569	4.7077	11.2003	15.9080
NP1993007PSP	2950	1993	N	L	46	74	19.2	19.93	19.8924	3.2280	13.7659	16.9939	110.6590	127.6529
SR1022PSP	8999	2005	N	L	106	170	3.8	6.1	N/A	N/A	N/A	N/A	N/A	N/A
HEM_FRES817PGP	12183	1991	N	L	15	1001	9.7	10	N/A	N/A	N/A	N/A	N/A	N/A
CE7018PSP	8896	1994	N	L	68	70	6.3	9.2	1.8462	0.3263	0.6205	0.9469	9.0023	9.9491
HEM_MCLA147PGP	12211	1991	N	L	11	37	49.5	16	123.5738	26.1037	362.0834	388.1871	996.7484	1384.9354
CE0006PSP	8652	2020	N	L	136	139	12.9	13.4	N/A	N/A	N/A	N/A	N/A	N/A
NOR2013002PSP	11781	2013	N	L	12	14	14.9	16.4	6.2420	4.5728	3.4766	8.0494	53.1993	61.2487
CE4000PSP	8794	1998	N	L	14	56	4.6	5.3	N/A	N/A	N/A	N/A	N/A	N/A
SR1209PSP	9010	2000	N	L	8	94	41.6	27.2	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	32	60	4.6	8.5	N/A	N/A	N/A	N/A	N/A	N/A
CE4112PSP	8832	2016	N	L	59	42	6.1	6.4	N/A	N/A	N/A	N/A	N/A	N/A
1184261PIP	10357	2016	N	L	2	13	30.3	27	32.1676	20.5193	33.9800	54.4992	285.6234	340.1226
SR0209PSP	8969	1994	N	L	28	60	39.2	26.5	N/A	N/A	N/A	N/A	N/A	N/A
SR0404PSP	8981	1998	N	L	1	60	45.5	30.8	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	1998	N	L	68	177	4.1	6.45	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2001096PGP	5805	2001	N	L	117	73	46.8	21.3	100.4970	14.0998	130.4158	144.5156	738.0499	882.5655
CE1035PSP	8740	2010	N	L	44	22	21.8	14.8	8.4233	10.2491	13.0989	23.3480	68.1788	91.5267
SR1201PSP	9002	1992	N	L	88	124	6.8	8.92	N/A	N/A	N/A	N/A	N/A	N/A
FCNEE_KC2002189PGP	5262	2013	N	L	116	20	27.6	19.8	27.8310	21.3736	32.0532	53.4268	182.7290	236.1558
SR5414PSP	9191	1995	N	L	181	22	9.2	7.95	1.3259	2.3085	2.4638	4.7724	10.1887	14.9610
SR5023PSP	9160	1999	N	L	22	5	20.8	8.8	N/A	N/A	N/A	N/A	N/A	N/A
SR1015PSP	8992	1994	N	L	32	88	18.6	16.9	N/A	N/A	N/A	N/A	N/A	N/A
COC2019001PSP	10593	2019	N	L	128	12	6.1	4.5	0.7455	2.2723	1.2220	3.4943	4.5411	8.0355
SR5416PSP	9193	1995	N	L	6	47	34.4	27.5	58.9415	7.7580	69.0097	76.7677	412.5199	489.2876
CE1033PSP	8738	1994	N	L	65	2	38.1	23.26	33.0615	39.5612	73.8634	113.4246	448.9837	562.4082
CE0009PSP	8655	1999	N	L	1	30	7.5	10.25	N/A	N/A	N/A	N/A	N/A	N/A
CE3028PSP	8787	1999	N	L	28	45	9.4	11.8	3.3846	1.1290	3.7605	4.8895	21.5634	26.4529
SR0208PSP	8968	1993	N	L	28	68	4	6.4	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2002012PGP	5839	2007	N	L	685	13	27.2	17.64	25.2514	17.6144	27.1358	44.7502	218.4611	263.2113
BR0557PGP	7246	2015	N	L	89	1091	9.1	11.4	N/A	N/A	N/A	N/A	N/A	N/A
