BIOMASS CALCULATION RESULTS
==================================================
Generated on: 2025-11-21 12:37:34
Total records: 1104

plot	plotkey	year	origin	tree status	tree number	speccode	dbh	height	Wood (KG)	Bark (KG)	Branch (KG)	Foliage (KG)	Stem (KG)	Crown (KG)	Total (KG)
FCTEM2004070PGP	6106	2004	N	L	990	1	5.1	4.41	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	58	5	18	9.25	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2003049PGP	6020	2008	N	L	647	38	27.7	26.51	311.7991	50.1664	44.6641	7.6998	361.9655	52.3639	414.3294
FCWEY4S2001001PGP	6279	2001	N	L	23	20	13.6	9.36	24.4550	4.5506	6.0719	7.3172	29.0056	13.3891	42.3947
SR1008PSP	8990	2010	N	L	41	44	6.1	9.6	8.3834	0.7109	2.6020	0.7545	9.0943	3.3565	12.4508
SR2231PSP	9062	1995	N	L	86	47	32.4	24.1	330.4043	52.7970	58.4852	7.1899	383.2014	65.6752	448.8765
FCWEY4S2001059PGP	6340	2014	N	L	417	3	33.8	24.9	416.1300	26.6861	37.3853	17.5968	442.8161	54.9821	497.7982
HEM_CLYD204PGP	12124	1991	N	L	16	14	47.8	7	127.3837	67.3255	183.6210	69.0428	194.7092	252.6638	447.3730
1253146PIP	6710	2012	N	L	1	32	3.2	4.7	1.0689	0.3220	0.3714	0.3230	1.3910	0.6945	2.0854
SR1021PSP	8998	1995	N	L	86	32	28.5	18.9	258.9331	31.1480	72.3155	8.3958	290.0812	80.7114	370.7925
ACH_CPGP	12061	1995	N	L	5	2	33	26.77	410.6792	25.8553	34.2679	23.4338	436.5344	57.7018	494.2362
SR4411PSP	9132	1994	N	L	20	51	3.1	4.44	0.6058	0.1901	0.1361	0.1165	0.7958	0.2527	1.0485
ARGS177PGP	11967	1977	N	L	14	30	61.7	21.95	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1202PSP	9003	2008	N	L	64	90	5.5	10.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR2232PSP	9063	2011	N	L	133	56	8	11.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1001PSP	8985	2007	N	L	5	41	65.4	30.7	2144.4763	261.2293	1397.0876	36.9668	2405.7056	1434.0544	3839.7600
CE0068PSP	8701	1994	N	L	54	1	32.8	24.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARGS059PGP	11850	1977	N	L	7	19	35	16.46	268.9325	51.9061	72.9239	34.1064	320.8386	107.0303	427.8689
1184296PIP	6591	2012	N	L	412	25	14.2	12.2	40.8430	4.7441	7.6087	4.0169	45.5871	11.6256	57.2127
SR4008PSP	9093	1995	N	L	21	50	28.8	19.2	250.9105	29.7470	61.3117	6.7667	280.6576	68.0784	348.7359
CE0060PSP	8693	1994	N	L	13	32	46.2	20.21	727.3470	85.5172	231.7226	17.2433	812.8642	248.9659	1061.8301
SR0216PSP	8976	2000	N	L	14	42	44.8	26.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_CLYD477PGP	12133	1991	N	L	61	19	3.8	6	1.5665	0.3899	0.3218	0.7250	1.9564	1.0468	3.0032
SR1201PSP	9002	2012	N	L	22	90	31.7	20	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NBBY043PGP	12421	2003	N	L	96	170	15.3	13.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCWEY4S2002009PGP	6432	2012	N	L	167	3	14.7	10.6	35.2173	4.2364	6.7742	3.9713	39.4537	10.7454	50.1992
CHA1995002PSP	3238	2015	N	L	186	13	5	5.2	2.7043	0.5611	0.6878	1.3497	3.2653	2.0376	5.3029
NOR2013002PSP	11781	2013	N	L	40	14	26.4	17	167.1943	20.3088	25.6801	17.9319	187.5031	43.6120	231.1151
FCTEM2002095PGP	5920	2015	N	L	620	73	6	7.8	3.7151	1.3336	0.6480	0.5745	5.0487	1.2225	6.2713
SR1202PSP	9003	2013	N	L	12	124	5	6.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	30	5	9.4	8.19	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE0034PSP	8680	2003	N	L	1	30	26.3	22.74	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5408PSP	9185	1995	N	L	88	55	8.8	12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE0068PSP	8701	1994	N	L	62	20	4.7	4.67	1.9072	0.3299	0.3602	1.0945	2.2371	1.4547	3.6919
HEM_PENT073PGP	12249	1991	N	L	12	30	11.5	15	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK862PGP	12157	1990	N	L	27	1001	12.8	8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4008PSP	9093	1995	N	L	42	123	9.2	18.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW4-2002-11PGP	5004	2007	N	L	94	3	5.6	6.28	3.5971	0.6625	0.5918	0.7072	4.2597	1.2990	5.5587
SR0204PSP	8964	1993	N	L	7	33	12.7	14.8	42.2160	4.9051	8.4363	4.1101	47.1211	12.5464	59.6675
NP1996007PSP	2975	2011	N	L	265	903	7.9	7.95	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1401PSP	9018	2007	N	L	61	42	3.4	6.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW4-185-1PGP	4761	2014	N	L	476	25	33.5	17	250.8400	24.8753	76.3469	18.4236	275.7153	94.7705	370.4858
LD1203PGP	10727	2008	N	L	76	44	28.3	20.7	327.4262	22.2729	99.5580	8.2250	349.6991	107.7829	457.4820
SR2230PSP	9061	1995	N	L	56	117	3.2	5.45	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LD1205PGP	10729	2016	N	L	134	1001	11.8	11.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4005PSP	9090	1994	N	L	22	94	16.5	15	N/A	N/A	N/A	N/A	N/A	N/A	N/A
THU2010001PGP	7684	2010	N	L	64	45	21.2	15.69	117.0027	18.9192	19.5558	3.2261	135.9219	22.7819	158.7038
CE7026PSP	8904	1999	N	L	36	70	14.6	19.1	720.2600	11.6045	4.8450	1.6947	731.8645	6.5396	738.4042
SR5210PSP	9170	1995	N	L	11	30	16.5	21.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2002067PGP	5894	2002	N	L	929	20	6.2	5.24	3.5030	0.6291	0.8197	1.9345	4.1321	2.7542	6.8863
SR4008PSP	9093	1995	N	L	31	94	5.7	9.52	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BP1993016PSP	3190	1993	N	L	21	25	21.9	18.55	136.1551	12.6730	18.2197	6.9479	148.8281	25.1676	173.9957
SR1206PSP	9007	2000	N	L	25	40	38.6	24.5	557.1537	56.0416	302.0504	21.4561	613.1953	323.5065	936.7018
SR5021PSP	9159	1995	N	L	63	50	7.3	8.38	6.8883	1.0249	3.0433	0.9235	7.9132	3.9667	11.8799
SR0204PSP	8964	1993	N	L	77	124	33	20	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1998	N	L	3	111	6.2	11.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0207PSP	8967	1993	N	L	86	50	25	20	187.9878	21.0203	44.9868	5.5106	209.0082	50.4974	259.5056
SR0401PSP	8978	1997	N	L	11	75	21.5	20.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LD2902PGP	10650	2011	N	L	206	72	3.4	7.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0022PSP	8960	2000	N	L	30	123	33.6	32.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1401PSP	9018	1992	N	L	12	56	11.1	15.24	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACH_CPGP	12061	1984	N	L	39	2	26.4	25.1	253.8431	17.8784	17.3821	14.5658	271.7215	31.9479	303.6694
SR4427PSP	9143	1999	N	L	96	94	31	20.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHT2002032PGP	7062	2010	N	L	139	22	10.4	8.1	11.4273	1.7965	2.8980	2.8024	13.2237	5.7004	18.9241
SR4011PSP	9096	1995	N	L	47	55	14.4	19.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0212PSP	8972	1994	N	L	55	60	6.9	9.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200509PGP	5624	2005	N	L	315	73	15.9	13	39.8165	10.1517	9.0954	2.6788	49.9681	11.7742	61.7423
SR2236PSP	9064	1995	N	L	55	44	4	6.5	2.7002	0.2443	0.9551	0.3912	2.9445	1.3463	4.2908
SR1022PSP	8999	2010	N	L	24	124	17	17.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR3009PSP	9073	2008	N	L	21	55	22.2	19.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1021PSP	8998	2006	N	L	79	124	39.4	24.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_LAWR227PGP	12200	1991	N	L	15	1001	8.5	7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	17	5	26.5	8.98	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5002PSP	9145	1998	N	L	36	123	30	22	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5207PSP	9167	1994	N	L	5	46	14.1	20.5	82.2455	10.6388	15.7577	3.3546	92.8843	19.1123	111.9966
FCDOM200436PGP	5587	2009	N	L	302	3	26.1	20.95	216.8873	15.9229	20.0887	11.0840	232.8102	31.1726	263.9828
FCTEM_KAP2000036PGP	5718	2000	N	L	28	73	2.5	3.69	0.3067	0.1855	0.0743	0.1684	0.4922	0.2427	0.7349
CE4121PSP	8841	2021	N	L	26	37	44.1	26.8	855.8577	107.6276	271.6651	21.1371	963.4853	292.8022	1256.2875
SR1207PSP	9008	2008	N	L	35	90	32.6	30.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1208PSP	9009	2000	N	L	26	78	31.1	29.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0204PSP	8964	1998	N	L	30	39	36.2	22.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5022PSP	9196	1996	N	L	52	19	6.9	6.32	5.1722	1.3090	1.5309	2.3310	6.4812	3.8618	10.3431
SR1401PSP	9018	2012	N	L	61	42	3.7	6.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE1011PSP	8718	1993	N	L	109	38	2.7	4.49	0.7420	0.1547	0.1464	0.2608	0.8967	0.4072	1.3039
SR0205PSP	8965	1998	N	L	48	124	32.1	25.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5003PSP	9146	1992	N	L	49	123	13.2	17.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARGS131PGP	11921	1982	N	L	19	56	27.9	22.25	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	14	5	11.2	7.51	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4426PSP	9142	1995	N	L	53	47	2.5	5.32	0.6826	0.3595	0.1490	0.2522	1.0422	0.4012	1.4434
CE1005PSP	8712	1998	N	L	4	14	3.6	3.8	0.7681	0.3638	0.0349	0.1944	1.1319	0.2292	1.3611
SR0209PSP	8969	1994	N	L	29	60	23.1	23.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM_KAP2000043PGP	5725	2011	N	L	198	73	10.5	11.41	16.1783	4.4736	2.7751	1.3272	20.6519	4.1023	24.7542
SR4206PSP	9104	1993	N	L	29	41	20.9	18	150.7050	26.5459	35.8313	6.3528	177.2508	42.1841	219.4350
SR5208PSP	9168	1998	N	L	26	22	4.2	4.9	1.5194	0.2614	0.4599	0.5581	1.7808	1.0180	2.7988
SR0007PSP	8947	1993	N	L	7	123	35.6	35.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GCF1994006PGP	7622	1994	N	L	15	38	29.9	18.3	283.0822	45.5824	80.7103	13.9048	328.6646	94.6151	423.2797
BP1993015PSP	3189	1993	N	L	39	13	9.2	7.42	11.2412	2.0496	3.0210	3.9872	13.2908	7.0081	20.2990
SR0404PSP	8981	1993	N	L	2	124	20.1	21.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0204PSP	8964	1993	N	L	11	33	11.6	11.83	28.2002	3.7163	8.7037	5.5199	31.9165	14.2235	46.1400
SR5023PSP	9160	1999	N	L	31	5	5.5	8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4012PSP	9097	1995	N	L	260	170	5.2	6.65	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK300PGP	12144	1991	N	L	9	19	27	17	167.6510	31.4489	36.0614	19.8466	199.0998	55.9080	255.0078
KLK1994013PSP	3403	2006	N	L	28	73	3.6	4.62	0.7771	0.4035	0.1949	0.2942	1.1805	0.4891	1.6696
FCDOM200304PGP	5538	2003	N	L	277	74	5.6	7.34	3.2973	0.8508	0.6139	0.4387	4.1481	1.0526	5.2008
SR1021PSP	8998	2010	N	L	112	94	5.7	9.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1017PSP	8994	2009	N	L	25	123	19.2	21.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW3-15A-0PGP	4718	2005	N	L	231	74	31	22.28	294.3781	62.5348	46.0679	6.9958	356.9129	53.0636	409.9765
SR0205PSP	8965	1993	N	L	10	50	6.1	8.05	4.4983	0.6596	2.0544	0.7116	5.1580	2.7661	7.9240
BY_TCPGP	3512	2006	N	L	152	37	12	14.3	38.9854	5.1021	12.1854	4.0138	44.0874	16.1991	60.2865
WWA1999008PSP	3147	1999	N	L	329	37	52.9	17.9	817.7028	126.5913	419.2736	26.6626	944.2941	445.9362	1390.2303
SR1216PSP	9015	2006	N	L	7	32	27.1	21.7	259.1772	28.0347	64.0469	7.7889	287.2119	71.8358	359.0476
HEM_DICK300PGP	12144	1991	N	L	11	19	16.1	13.5	50.7815	10.0897	10.1789	8.0734	60.8712	18.2523	79.1235
SR5001PSP	9144	1992	N	L	19	123	15.2	18.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARGS003PGP	11794	1977	N	L	15	51	21.3	17.37	94.5805	19.3987	21.0728	3.9651	113.9793	25.0379	139.0171
SR0406PSP	8983	1993	N	L	38	86	29.4	23.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW56-2005-12PGP	5163	2005	N	L	45	45	37.6	15.99	413.3430	68.4685	66.9248	5.9267	481.8115	72.8514	554.6629
LD0904PGP	10713	2007	N	L	169	58	2.8	5.2	0.8981	0.2376	0.0369	0.3662	1.1357	0.4031	1.5388
GCF1994010PGP	7626	2019	N	L	244	903	10.5	8.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1170511PIP	10344	2016	N	L	9	13	8.1	6.3	7.6334	1.4744	2.5184	3.5944	9.1078	6.1128	15.2206
FCWEY4S2001040PGP	6369	2013	N	L	832	3	19.9	14	83.0470	8.1162	13.0180	6.8250	91.1632	19.8430	111.0062
FOR2011001PSP	6883	2011	N	L	73	25	25.2	19.6	183.3749	16.6250	26.5405	8.9067	199.9999	35.4472	235.4471
SR0401PSP	8978	1992	N	L	22	1	3.5	3.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200347PGP	5511	2003	N	L	157	32	13.6	14.63	47.4614	6.6325	12.1532	2.7886	54.0939	14.9418	69.0357
CE3017PSP	8776	2004	N	L	110	139	3.8	7.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GGM1994002PSP	3302	1994	N	L	26	3	14.5	18.55	69.0939	5.7845	3.7505	3.8752	74.8784	7.6257	82.5041
CE3004PSP	8763	1993	N	L	41	2	16.8	16.8	66.8328	7.4666	6.0747	6.7903	74.2995	12.8649	87.1644
SR5211PSP	9171	1994	N	L	74	56	38.6	18.84	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCACI_TB200004PGP	4269	2000	N	L	640	38	2.9	4.53	0.8656	0.1792	0.1821	0.3045	1.0448	0.4866	1.5314
SR0205PSP	8965	1998	N	L	34	60	8.8	12.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR2230PSP	9061	1995	N	L	52	22	26.1	16.1	104.6139	14.1612	16.0674	12.5303	118.7752	28.5977	147.3728
MAN1994007PSP	2935	2001	N	L	94	74	9.8	16.35	22.7566	4.6340	1.9192	1.0851	27.3906	3.0042	30.3949
CE0060PSP	8693	1994	N	L	35	37	49.5	21.19	848.8718	120.6853	357.8378	24.4950	969.5572	382.3328	1351.8900
SR5408PSP	9185	1995	N	L	310	55	9.5	13.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1998	N	L	54	78	6	6.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	43	111	10.3	11.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	1992	N	L	37	123	17.5	19.51	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0201PSP	8961	1992	N	L	121	47	12.5	14.23	34.4350	8.5227	6.3495	2.0693	42.9577	8.4187	51.3765
BP1993031PSP	3205	1993	N	L	799	20	11.3	8.95	16.7440	3.0112	3.3592	4.8216	19.7552	8.1808	27.9359
1211956PIP	6714	2012	N	L	6	13	11.5	10.4	23.3078	3.7754	3.8653	4.4597	27.0832	8.3251	35.4082
1280666PIP	6759	2012	N	L	72	41	3.3	5.7	1.5326	0.5830	0.0873	0.3676	2.1156	0.4549	2.5705
1287331PIP	212	2011	N	L	7	45	7.7	8.8	9.1959	2.6531	2.8884	0.6837	11.8490	3.5721	15.4212
SR5404PSP	9181	1998	N	L	17	170	8.3	11.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFF1993009PSP	3361	2018	N	L	201	139	8.4	12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	38	78	3.9	6.55	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	2007	N	L	17	46	25.6	21.4	244.9042	29.3674	62.2921	6.4933	274.2716	68.7854	343.0570
1232416PIP	6943	2015	N	L	24	73	19.5	14	62.7862	15.2687	16.1923	3.7639	78.0549	19.9562	98.0111
FECGY864PGP	12840	2011	N	L	80	39	5.5	8.27	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHT2005003PGP	7073	2005	N	L	22	73	37.5	19.7	307.8900	59.5692	95.3851	10.5820	367.4592	105.9671	473.4263
CE1017PSP	8722	2004	N	L	5	1	9.9	6.95	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1191036PIP	10484	2017	N	L	22	3	23.3	19.4	162.7219	12.6856	15.3104	9.0486	175.4075	24.3590	199.7664
SR1017PSP	8994	2009	N	L	4	170	28.4	26.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LSJP1993031PSP	3464	1993	N	L	778	3	5.7	5.42	3.0851	0.6243	0.7218	0.7300	3.7094	1.4518	5.1612
SR1209PSP	9010	2009	N	L	19	94	26.2	21.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1202PSP	9003	1993	N	L	53	124	3.3	5.56	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KAP2005002PGP	7604	2022	N	L	32	25	8.7	8.5	11.9041	1.6672	2.4889	1.9584	13.5713	4.4473	18.0186
ARGS085PGP	11876	1977	N	L	21	44	15.5	15.54	78.5520	5.8240	23.8313	3.2220	84.3761	27.0533	111.4293
LSJP1993002PSP	3438	2004	N	L	33	3	11.5	8.55	17.8027	2.5169	3.9481	2.5604	20.3196	6.5085	26.8282
SR1001PSP	8985	2012	N	L	93	1196	7.4	11.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR3025PSP	9085	1995	N	L	16	47	3.2	6.39	1.2893	0.6015	0.2650	0.3483	1.8908	0.6133	2.5040
SR4406PSP	9127	1993	N	L	17	123	5.7	9.62	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MCR2005003PSP	7404	2005	N	L	86	25	4.8	5.29	2.5590	0.4589	0.6680	0.8448	3.0179	1.5128	4.5307
SR0208PSP	8968	1993	N	L	11	123	7	9.99	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COC2019002PSP	10594	2019	N	L	19	73	19.2	16.2	73.3652	16.0030	13.9033	3.3809	89.3681	17.2842	106.6524
1197961PIP	10361	2016	N	L	5	73	2.6	4.2	0.3869	0.2129	0.0764	0.1690	0.5998	0.2454	0.8452
SR1201PSP	9002	2012	N	L	21	90	31.6	21.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4413PSP	9134	1999	N	L	12	123	4.9	8.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK862PGP	12157	1990	N	L	18	1001	13.6	8.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIM1999003PSP	3143	1999	N	L	43	20	6.3	5.51	3.7675	0.6698	0.8122	1.9037	4.4373	2.7159	7.1532
SR4012PSP	9097	1995	N	L	100	55	11.1	8.02	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0207PSP	8967	1993	N	L	107	54	28	15.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5024PSP	9161	1997	N	L	29	58	34.6	22.9	448.3797	51.2578	150.9611	6.3019	499.6375	157.2630	656.9005
FCDOM200339PGP	5503	2013	N	L	136	74	18.5	17.6	84.3264	18.2651	11.7733	3.0341	102.5915	14.8074	117.3989
SR1203PSP	9004	2008	N	L	3	124	28.1	26.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	39	111	8.6	9.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCWEY4S2002024PGP	6394	2007	N	L	46	3	4	5.5	1.7279	0.3574	0.2409	0.3875	2.0853	0.6284	2.7137
FCBOW12-2002-13PGP	4982	2002	N	L	73	3	7.2	4.71	3.8424	0.8344	1.6928	1.1084	4.6768	2.8012	7.4780
SR1001PSP	8985	2012	N	L	128	1196	4.4	9.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5014PSP	9156	1994	N	L	63	33	34.3	22.8	373.6817	37.3372	168.9910	13.0846	411.0190	182.0756	593.0945
CE1013PSP	8719	2000	N	L	62	70	18.6	25.15	1732.6292	20.2803	8.2042	2.3726	1752.9095	10.5768	1763.4863
SR1001PSP	8985	1998	N	L	21	56	6.5	10.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BR0554PGP	7243	2015	N	L	113	903	8.7	14.87	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200239PGP	5466	2012	N	L	180	70	9.7	10.3	141.4363	4.5208	2.2628	1.0659	145.9570	3.3287	149.2857
SR0201PSP	8961	1992	N	L	38	39	55.9	31.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1273661PIP	34	2017	N	L	126	1092	11	10.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0210PSP	8970	1998	N	L	29	47	3.4	6.2	1.3911	0.6380	0.3052	0.3771	2.0291	0.6822	2.7114
SR1001PSP	8985	2007	N	L	128	1196	4	8.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1017PSP	8994	2009	N	L	53	123	26.8	24.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	2012	N	L	101	46	27.2	21.8	278.2779	32.9261	71.6326	7.0216	311.2040	78.6542	389.8582
ARGS058PGP	11849	1977	N	L	7	75	25.9	19.81	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5415PSP	9192	1995	N	L	36	94	10.7	13.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1213PSP	9014	2009	N	L	36	46	4.9	7.1	3.6874	0.8092	1.3792	0.4813	4.4966	1.8605	6.3571
SR5209PSP	9169	1995	N	L	2	30	26.3	25.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4218PSP	9116	1994	N	L	28	41	16.1	17	87.7291	16.1651	15.8218	4.2464	103.8941	20.0682	123.9624
SR2209PSP	9048	1995	N	L	36	55	18.4	16	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1023PSP	9000	2005	N	L	16	51	9.4	11.9	13.2799	3.4290	2.9456	0.8874	16.7088	3.8330	20.5419
SR5408PSP	9185	2012	N	L	187	55	32.6	22.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	49	111	28	18.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WWA1999009PSP	3148	1999	N	L	309	22	21.2	9.97	46.7317	7.2808	14.4980	11.5408	54.0125	26.0387	80.0512
SR5417PSP	9194	1999	N	L	26	170	19.4	20.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1273661PIP	34	2008	N	L	126	1092	9.6	8.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1015PSP	8992	2009	N	L	80	88	16.2	17.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	78	124	3.2	5.43	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0001PSP	8941	1997	N	L	12	94	3.8	4.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE6102PSP	8873	2021	N	L	35	41	36.8	26.6	639.3948	86.9272	229.3488	15.2152	726.3220	244.5641	970.8861
NBBW101PGP	12369	2003	N	L	19	38	30.5	18.5	297.1813	47.7513	85.0909	14.3811	344.9327	99.4720	444.4047
CHA1999004PSP	3124	2006	N	L	120	32	17.4	16.68	86.4270	11.1020	22.0115	4.0254	97.5291	26.0369	123.5660
SR0401PSP	8978	1992	N	L	27	75	36.3	21.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	69	33	20.5	21.6	145.7591	14.2042	27.0292	4.9684	159.9633	31.9976	191.9609
SR0206PSP	8966	1993	N	L	64	55	34.1	25	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0209PSP	8969	1998	N	L	19	60	19.1	23.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5408PSP	9185	1995	N	L	155	58	11.1	13.2	31.5660	5.0355	3.8933	1.6345	36.6016	5.5278	42.1294
COC1994003PSP	3266	2018	N	L	24	25	13.2	9.5	27.1498	3.6218	8.0818	4.2879	30.7716	12.3697	43.1412
SR5416PSP	9193	1998	N	L	8	47	42.2	20.5	445.6026	66.4488	108.2938	10.1579	512.0514	118.4517	630.5032
SR0208PSP	8968	1993	N	L	16	68	14.7	13.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1999	N	L	14	5	12	7.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACH_EPGP	12063	1952	N	L	47	1	16	20.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0407PSP	8984	1997	N	L	7	60	31.6	25.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2001118PGP	5952	2001	N	L	74	12	7	5.18	4.3214	0.9782	1.8820	3.3399	5.2995	5.2219	10.5214
SR0216PSP	8976	2000	N	L	45	56	6.7	10.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NP1995014PSP	2961	2011	N	L	131	1091	8.8	8.55	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARGS226PGP	12016	1977	N	L	15	37	17	16.46	86.7617	11.3687	27.9658	6.2608	98.1304	34.2266	132.3570
HEM_LAWR130PGP	12194	1991	N	L	23	14	9.4	7	8.7879	2.5252	0.8385	1.7186	11.3131	2.5572	13.8703
SR5013PSP	9155	1994	N	L	59	44	5.4	7.9	5.7055	0.4939	1.9480	0.6241	6.1994	2.5721	8.7715
