plot	subplot	year	origin	tree status	speccode	tree number	dbh	height	Wood (KG)	Bark (KG)	Foliage (KG)	Branch (KG)	Crown (KG)	Stem (KG)	Total (KG)
1218546	1	2014	Natural Stand	L 	13	11049	3.8	4.2	1.3693	0.3056	1.0888	0.449	1.5378	1.6749	3.2127
1218546	1	2014	Natural Stand	L 	13	11050	4	3.1	1.5578	0.3428	1.1707	0.4997	1.6704	1.9006	3.571
1218651	1	2004	Natural Stand	L 	13	11698	44.3	23.57	658.764	75.4068	35.1128	74.9869	110.0998	734.1707	844.2705
1218651	1	2009	Natural Stand	L 	13	11702	43.8	23.4	640.226	73.5112	34.5537	73.234	107.7876	713.7373	821.5249
1218651	1	2009	Natural Stand	L 	13	11703	23.6	21.34	135.2011	18.3652	14.4101	20.1863	34.5964	153.5663	188.1627
1218651	1	2009	Natural Stand	L 	13	11704	22.4	18.37	118.5733	16.3366	13.3848	18.1062	31.491	134.91	166.401
1218651	1	2009	Natural Stand	L 	13	11705	19.7	16.51	85.8445	12.2476	11.1615	13.8542	25.0157	98.0921	123.1078
1218651	1	2009	Natural Stand	L 	13	11706	4.9	5.26	2.5951	0.5404	1.5599	0.7627	2.3226	3.1355	5.4581
1218651	1	2019	Natural Stand	L 	13	11707	45.4	24.9	700.6752	79.6713	36.3523	78.9193	115.2716	780.3465	895.6181
1218651	1	2019	Natural Stand	L 	13	11708	23.9	19.5	139.5647	18.893	14.6698	20.7247	35.3945	158.4577	193.8522
1218651	1	2019	Natural Stand	L 	13	11709	21.8	18.1	110.7478	15.3715	12.8806	17.1102	29.9908	126.1192	156.11
1218746	1	2005	Natural Stand	L 	13	11710	10.7	9.17	18.4974	3.1153	4.7078	3.8831	8.5909	21.6126	30.2035
1218746	1	2005	Natural Stand	L 	13	11711	9.6	9.11	14.0811	2.4425	4.0382	3.0974	7.1356	16.5235	23.6591
1218746	1	2005	Natural Stand	L 	13	11712	11.1	8.83	20.2858	3.3826	4.9586	4.1917	9.1503	23.6684	32.8187
1218746	1	2005	Natural Stand	L 	13	11713	8.7	7.94	10.9933	1.9586	3.5133	2.523	6.0363	12.9519	18.9881
1218746	1	2005	Natural Stand	L 	13	11714	5.1	5.21	2.8698	0.5912	1.6507	0.829	2.4797	3.4609	5.9406
1218746	1	2005	Natural Stand	L 	13	11715	5.6	5.05	3.6307	0.7291	1.8842	1.0074	2.8915	4.3598	7.2513
1218746	1	2015	Natural Stand	L 	13	11749	9.8	9	14.8305	2.5581	4.1577	3.2334	7.3911	17.3885	24.7796
1218746	1	2015	Natural Stand	L 	13	11750	7.9	7.6	8.6254	1.5775	3.0653	2.0635	5.1288	10.203	15.3318
1218746	1	2015	Natural Stand	L 	13	11751	9.1	7.5	12.3089	2.1663	3.7439	2.7707	6.5147	14.4752	20.9899
1218746	1	2015	Natural Stand	L 	13	11752	7.1	7	6.5944	1.2416	2.6357	1.6519	4.2876	7.836	12.1236
1218746	1	2015	Natural Stand	L 	13	11753	7.1	7	6.5944	1.2416	2.6357	1.6519	4.2876	7.836	12.1236
1218746	1	2015	Natural Stand	L 	13	11754	6.9	6.4	6.1372	1.1645	2.5313	1.5564	4.0877	7.3017	11.3894
1218776	1	2004	Natural Stand	L 	13	11766	14.1	10.37	37.022	5.7846	6.955	6.9008	13.8559	42.8066	56.6625
1218776	1	2004	Natural Stand	L 	13	11767	6.9	5.29	6.1372	1.1645	2.5313	1.5564	4.0877	7.3017	11.3894
1218776	1	2013	Natural Stand	L 	13	11795	15.7	12.4	48.5118	7.3616	8.0969	8.6334	16.7303	55.8734	72.6037
1218776	1	2013	Natural Stand	L 	13	11796	10.8	9.9	18.9352	3.181	4.7701	3.9591	8.7292	22.1161	30.8453
1218801	1	2018	Natural Stand	L 	13	11826	12.5	8	27.3475	4.4152	5.8657	5.369	11.2347	31.7627	42.9974
1218801	1	2018	Natural Stand	L 	13	11827	9.9	6.72	15.214	2.617	4.2178	3.3025	7.5203	17.8309	25.3513
1218801	1	2018	Natural Stand	L 	13	11828	9.7	6.3	14.4528	2.4999	4.0978	3.165	7.2628	16.9527	24.2155
1218801	1	2018	Natural Stand	L 	13	11829	6.7	5.8	5.6997	1.0902	2.4281	1.4639	3.892	6.7898	10.6818
1225416	1	2006	Natural Stand	L 	13	11833	23.4	18.3	132.3383	18.018	14.2377	19.8314	34.0691	150.3562	184.4253
1225416	1	2006	Natural Stand	L 	13	11834	21.4	17.77	105.7085	14.7461	12.5476	16.4624	29.0101	120.4546	149.4646
1225416	1	2006	Natural Stand	L 	13	11835	20.2	17.54	91.4293	12.9558	11.5642	14.5971	26.1613	104.3851	130.5464
1225416	1	2006	Natural Stand	L 	13	11836	23.5	17.21	133.7651	18.1911	14.3238	20.0084	34.3322	151.9562	186.2884
1225416	1	2006	Natural Stand	L 	13	11837	19	16.64	78.3791	11.293	10.6047	12.8481	23.4528	89.672	113.1248
1225416	1	2006	Natural Stand	L 	13	11838	13.5	14.77	33.1871	5.2471	6.5402	6.303	12.8432	38.4341	51.2773
1225416	1	2006	Natural Stand	L 	13	11839	5	6.16	2.7303	0.5655	1.6051	0.7955	2.4006	3.2958	5.6964
1225416	1	2006	Natural Stand	L 	13	11840	18.7	2.89	75.3041	10.897	10.3687	12.429	22.7976	86.201	108.9987
1225416	1	2011	Natural Stand	L 	13	11974	23.6	18.8	135.2011	18.3652	14.4101	20.1863	34.5964	153.5663	188.1627
1225416	1	2011	Natural Stand	L 	13	11975	21.7	18.8	109.4747	15.2138	12.7971	16.947	29.7441	124.6885	154.4326
1225416	1	2011	Natural Stand	L 	13	11976	20.5	18.5	94.8824	13.3913	11.8078	15.0525	26.8603	108.2738	135.1341
1225416	1	2011	Natural Stand	L 	13	11977	23.7	18.3	136.6464	18.5402	14.4965	20.3649	34.8614	155.1866	190.048
1225416	1	2011	Natural Stand	L 	13	11978	19.3	18.1	81.5285	11.6968	10.8423	13.2745	24.1168	93.2253	117.3421
1225416	1	2011	Natural Stand	L 	13	11979	18.1	16.1	69.375	10.1284	9.9013	11.6124	21.5137	79.5033	101.017
1225416	1	2011	Natural Stand	L 	13	11980	19.2	16	80.4704	11.5613	10.7629	13.1316	23.8945	92.0317	115.9262
1225416	1	2011	Natural Stand	L 	13	11981	20.7	15.9	97.2275	13.6862	11.9711	15.3601	27.3312	110.9136	138.2449
1225416	1	2011	Natural Stand	L 	13	11982	18.1	15.5	69.375	10.1284	9.9013	11.6124	21.5137	79.5033	101.017
1225416	1	2011	Natural Stand	L 	13	11983	13.4	15.1	32.5723	5.1603	6.4717	6.2061	12.6778	37.7326	50.4105
1225416	1	2011	Natural Stand	L 	13	11984	16	14.9	50.8767	7.6809	8.3166	8.9807	17.2973	58.5576	75.8549
1225416	1	2011	Natural Stand	L 	13	11985	16.2	12.8	52.4911	7.8979	8.464	9.2162	17.6802	60.389	78.0692
1225416	1	2011	Natural Stand	L 	13	11986	12.6	11	27.901	4.4948	5.9321	5.4589	11.3911	32.3958	43.7869
1225416	1	2011	Natural Stand	L 	13	11987	13.3	10.9	31.9645	5.0743	6.4035	6.11	12.5135	37.0388	49.5524
1225416	1	2011	Natural Stand	L 	13	11988	5.3	6.1	3.1612	0.6444	1.743	0.8982	2.6412	3.8056	6.4468
1225416	1	2011	Natural Stand	L 	13	11989	2.9	4.3	0.6939	0.1666	0.7429	0.2556	0.9985	0.8606	1.8591
1225416	1	2011	Natural Stand	L 	13	11990	2.8	3.7	0.6353	0.154	0.7069	0.2376	0.9445	0.7893	1.7339
1225416	1	2021	Natural Stand	L 	13	12133	25.4	19.6	162.6499	21.6567	15.9887	23.5276	39.5163	184.3066	223.8229
1225416	1	2021	Natural Stand	L 	13	12134	20.3	19.6	92.5718	13.1001	11.6453	14.7481	26.3933	105.6719	132.0652
1225416	1	2021	Natural Stand	L 	13	12135	21.7	19.4	109.4747	15.2138	12.7971	16.947	29.7441	124.6885	154.4326
1225416	1	2021	Natural Stand	L 	13	12136	24.3	18.5	145.5132	19.6096	15.0183	21.4541	36.4723	165.1228	201.5951
1225416	1	2021	Natural Stand	L 	13	12137	22.5	18.2	119.909	16.5007	13.4694	18.275	31.7444	136.4097	168.1541
1225416	1	2021	Natural Stand	L 	13	12138	23.5	17.5	133.7651	18.1911	14.3238	20.0084	34.3322	151.9562	186.2884
1225416	1	2021	Natural Stand	L 	13	12139	19	17.3	78.3791	11.293	10.6047	12.8481	23.4528	89.672	113.1248
1225416	1	2021	Natural Stand	L 	13	12140	20.7	17.2	97.2275	13.6862	11.9711	15.3601	27.3312	110.9136	138.2449
1225416	1	2021	Natural Stand	L 	13	12141	18.9	17	77.3458	11.1601	10.5258	12.7076	23.2334	88.5059	111.7394
1225416	1	2021	Natural Stand	L 	13	12142	16.7	15.6	56.6609	8.4552	8.8358	9.8189	18.6547	65.1161	83.7708
1225416	1	2021	Natural Stand	L 	13	12143	13.8	15.5	35.073	5.5122	6.7467	6.5984	13.3451	40.5852	53.9302
1225416	1	2021	Natural Stand	L 	13	12144	17.3	13.6	61.9203	9.1518	9.2881	10.5684	19.8565	71.072	90.9285
1225416	1	2021	Natural Stand	L 	13	12145	13.5	12.4	33.1871	5.2471	6.5402	6.303	12.8432	38.4341	51.2773
1225416	1	2021	Natural Stand	L 	13	12146	6.8	7.1	5.916	1.127	2.4796	1.5098	3.9893	7.043	11.0323
1225436	1	2006	Natural Stand	L 	13	12291	15.9	15.62	50.0809	7.5736	8.2431	8.8641	17.1073	57.6545	74.7618
1225436	1	2006	Natural Stand	L 	13	12292	17	14.93	59.2554	8.7996	9.0611	10.1901	19.2512	68.0551	87.3063
1225436	1	2006	Natural Stand	L 	13	12293	16.2	14.8	52.4911	7.8979	8.464	9.2162	17.6802	60.389	78.0692
1225436	1	2006	Natural Stand	L 	13	12294	17.8	14.28	66.5196	9.7557	9.67	11.2149	20.8849	76.2753	97.1602
1225436	1	2006	Natural Stand	L 	13	12295	15.8	13.95	49.2926	7.4672	8.1699	8.7484	16.9183	56.7598	73.6781
1225436	1	2006	Natural Stand	L 	13	12296	21.7	13.75	109.4747	15.2138	12.7971	16.947	29.7441	124.6885	154.4326
1225436	1	2006	Natural Stand	L 	13	12297	15.8	13.05	49.2926	7.4672	8.1699	8.7484	16.9183	56.7598	73.6781
1225436	1	2006	Natural Stand	L 	13	12298	10.4	11.47	17.2208	2.9228	4.5222	3.6597	8.1818	20.1435	28.3254
1225436	1	2006	Natural Stand	L 	13	12299	9.7	9.11	14.4528	2.4999	4.0978	3.165	7.2628	16.9527	24.2155
1225436	1	2006	Natural Stand	L 	13	12300	9	8.91	11.9716	2.1133	3.6859	2.7076	6.3935	14.0849	20.4784
1225436	1	2012	Natural Stand	L 	13	12470	17	17.6	59.2554	8.7996	9.0611	10.1901	19.2512	68.0551	87.3063
1225436	1	2012	Natural Stand	L 	13	12471	16.1	16.2	51.6801	7.789	8.3902	9.0981	17.4882	59.4691	76.9573
1225436	1	2012	Natural Stand	L 	13	12472	18.5	15.9	73.2951	10.6373	10.2122	12.1536	22.3657	83.9324	106.2982
1225436	1	2012	Natural Stand	L 	13	12473	16.5	15.5	54.9699	8.2297	8.6865	9.5755	18.262	63.1997	81.4616
1225436	1	2012	Natural Stand	L 	13	12474	16.4	14.7	54.136	8.1183	8.6121	9.4549	18.0671	62.2543	80.3214
1225436	1	2012	Natural Stand	L 	13	12475	22	14.6	113.3206	15.6896	13.048	17.4389	30.487	129.0101	159.4971
1225436	1	2012	Natural Stand	L 	13	12476	16	14.2	50.8767	7.6809	8.3166	8.9807	17.2973	58.5576	75.8549
1225436	1	2012	Natural Stand	L 	13	12477	15.6	13.3	47.7385	7.2569	8.024	8.5192	16.5432	54.9954	71.5386
1225436	1	2012	Natural Stand	L 	13	12478	13.7	12.6	34.4373	5.423	6.6776	6.4992	13.1768	39.8604	53.0371
1225436	1	2012	Natural Stand	L 	13	12479	9.3	9.9	13.0006	2.2746	3.8608	2.8991	6.76	15.2752	22.0351
1225436	1	2012	Natural Stand	L 	13	12480	9.6	7.6	14.0811	2.4425	4.0382	3.0974	7.1356	16.5235	23.6591
1225436	1	2012	Natural Stand	L 	13	12481	3.3	4.9	0.9603	0.2227	0.8918	0.3346	1.2265	1.183	2.4095
1225436	1	2012	Natural Stand	L 	13	12482	3.3	3.5	0.9603	0.2227	0.8918	0.3346	1.2265	1.183	2.4095
1225436	1	2012	Natural Stand	L 	13	12483	2.6	2.6	0.5273	0.1304	0.6366	0.2036	0.8402	0.6577	1.4979
1225436	1	2021	Natural Stand	L 	13	12659	15.7	15.3	48.5118	7.3616	8.0969	8.6334	16.7303	55.8734	72.6037
1225436	1	2021	Natural Stand	L 	13	12660	17	14.8	59.2554	8.7996	9.0611	10.1901	19.2512	68.0551	87.3063
1225436	1	2021	Natural Stand	L 	13	12661	19.6	14.6	84.7529	12.1086	11.0814	13.7081	24.7895	96.8615	121.651
1225436	1	2021	Natural Stand	L 	13	12662	18	14.6	68.4151	10.0033	9.824	11.4791	21.3031	78.4184	99.7215
1225436	1	2021	Natural Stand	L 	13	12663	16.4	14.4	54.136	8.1183	8.6121	9.4549	18.0671	62.2543	80.3214
1225436	1	2021	Natural Stand	L 	13	12664	22.4	14.2	118.5733	16.3366	13.3848	18.1062	31.491	134.91	166.401
1225436	1	2021	Natural Stand	L 	13	12665	16.6	14.1	55.8116	8.342	8.761	9.6968	18.4578	64.1536	82.6114
1225436	1	2021	Natural Stand	L 	13	12666	17.4	12.6	62.8243	9.2708	9.3641	10.6961	20.0602	72.0951	92.1553
1225436	1	2021	Natural Stand	L 	13	12667	14.2	11.6	37.6858	5.877	7.0249	7.0032	14.0281	43.5629	57.591
1225436	1	2021	Natural Stand	L 	13	12668	9.8	9.9	14.8305	2.5581	4.1577	3.2334	7.3911	17.3885	24.7796
1225436	1	2021	Natural Stand	L 	13	12669	10.3	8.1	16.8074	2.8601	4.4608	3.5867	8.0475	19.6675	27.715
1225436	1	2021	Natural Stand	L 	13	12670	3	2.9	0.7557	0.1798	0.7794	0.2744	1.0537	0.9355	1.9892
1225456	1	2006	Natural Stand	L 	13	12819	20.2	16.53	91.4293	12.9558	11.5642	14.5971	26.1613	104.3851	130.5464
1225456	1	2006	Natural Stand	L 	13	12820	17.9	16.45	67.4633	9.8791	9.7469	11.3466	21.0935	77.3424	98.4359
1225456	1	2006	Natural Stand	L 	13	12821	23.5	16.42	133.7651	18.1911	14.3238	20.0084	34.3322	151.9562	186.2884
1225456	1	2006	Natural Stand	L 	13	12822	18.1	15.82	69.375	10.1284	9.9013	11.6124	21.5137	79.5033	101.017
1225456	1	2006	Natural Stand	L 	13	12823	17.3	15.06	61.9203	9.1518	9.2881	10.5684	19.8565	71.072	90.9285
1225456	1	2006	Natural Stand	L 	13	12824	20.6	14.26	96.0506	13.5383	11.8894	15.2059	27.0953	109.5889	136.6843
1225456	1	2006	Natural Stand	L 	13	12825	15.4	14.13	46.2143	7.0499	7.8789	8.2931	16.1721	53.2642	69.4363
1225456	1	2006	Natural Stand	L 	13	12826	11.4	12.78	21.6929	3.5911	5.1492	4.4313	9.5805	25.2839	34.8644
1225456	1	2006	Natural Stand	L 	13	12827	5	5.23	2.7303	0.5655	1.6051	0.7955	2.4006	3.2958	5.6964
1225456	1	2012	Natural Stand	L 	13	12884	20.3	18	92.5718	13.1001	11.6453	14.7481	26.3933	105.6719	132.0652
1225456	1	2012	Natural Stand	L 	13	12885	24	17.9	141.0378	19.0707	14.7567	20.9058	35.6625	160.1085	195.7711
1225456	1	2012	Natural Stand	L 	13	12886	18.1	17.3	69.375	10.1284	9.9013	11.6124	21.5137	79.5033	101.017
1225456	1	2012	Natural Stand	L 	13	12887	18.2	16.5	70.3428	10.2543	9.9788	11.7465	21.7252	80.5971	102.3224
1225456	1	2012	Natural Stand	L 	13	12888	15.6	16	47.7385	7.2569	8.024	8.5192	16.5432	54.9954	71.5386
1225456	1	2012	Natural Stand	L 	13	12889	15.8	15.8	49.2926	7.4672	8.1699	8.7484	16.9183	56.7598	73.6781
1225456	1	2012	Natural Stand	L 	13	12890	17.6	15.8	64.656	9.5116	9.5167	10.9539	20.4706	74.1676	94.6382
1225456	1	2012	Natural Stand	L 	13	12891	15.9	15.3	50.0809	7.5736	8.2431	8.8641	17.1073	57.6545	74.7618
1225456	1	2012	Natural Stand	L 	13	12892	21.4	14.4	105.7085	14.7461	12.5476	16.4624	29.0101	120.4546	149.4646
1225456	1	2012	Natural Stand	L 	13	12893	17.6	14	64.656	9.5116	9.5167	10.9539	20.4706	74.1676	94.6382
1225456	1	2012	Natural Stand	L 	13	12894	18.7	13.9	75.3041	10.897	10.3687	12.429	22.7976	86.201	108.9987
1225456	1	2012	Natural Stand	L 	13	12895	11.7	13.2	23.1572	3.8065	5.3419	4.6778	10.0196	26.9637	36.9833
1225456	1	2012	Natural Stand	L 	13	12896	5.3	5.7	3.1612	0.6444	1.743	0.8982	2.6412	3.8056	6.4468
1225456	1	2012	Natural Stand	L 	13	12897	6.2	5.7	4.6897	0.9161	2.1759	1.2454	3.4213	5.6058	9.0271
1225456	1	2023	Natural Stand	L 	13	12955	18.5	17.5	73.2951	10.6373	10.2122	12.1536	22.3657	83.9324	106.2982
1225456	1	2023	Natural Stand	L 	13	12956	25.2	17.4	159.4485	21.2761	15.811	23.1432	38.9541	180.7246	219.6787
1225456	1	2023	Natural Stand	L 	13	12957	16.1	16.4	51.6801	7.789	8.3902	9.0981	17.4882	59.4691	76.9573
1225456	1	2023	Natural Stand	L 	13	12958	18.4	16.1	72.3029	10.5088	10.1342	12.0171	22.1513	82.8117	104.9629
1225456	1	2023	Natural Stand	L 	13	12959	16.5	16.1	54.9699	8.2297	8.6865	9.5755	18.262	63.1997	81.4616
1225456	1	2023	Natural Stand	L 	13	12960	13	16	30.1823	4.8212	6.2002	5.8263	12.0265	35.0035	47.03
1225456	1	2023	Natural Stand	L 	13	12961	18.8	15.9	76.3208	11.0281	10.4472	12.5679	23.0151	87.3489	110.364
1225456	1	2023	Natural Stand	L 	13	12962	17	15.9	59.2554	8.7996	9.0611	10.1901	19.2512	68.0551	87.3063
1225456	1	2023	Natural Stand	L 	13	12963	16.4	15.7	54.136	8.1183	8.6121	9.4549	18.0671	62.2543	80.3214
1225456	1	2023	Natural Stand	L 	13	12964	17.2	15.7	61.0242	9.0335	9.2122	10.4415	19.6537	70.0577	89.7114
1225456	1	2023	Natural Stand	L 	13	12965	17.8	15.3	66.5196	9.7557	9.67	11.2149	20.8849	76.2753	97.1602
1225456	1	2023	Natural Stand	L 	13	12966	16.6	15.2	55.8116	8.342	8.761	9.6968	18.4578	64.1536	82.6114
1225456	1	2023	Natural Stand	L 	13	12967	15.2	15.1	44.7199	6.8462	7.7346	8.0703	15.8049	51.566	67.3709
1225456	1	2023	Natural Stand	L 	13	12968	13.4	14.6	32.5723	5.1603	6.4717	6.2061	12.6778	37.7326	50.4105
1225456	1	2023	Natural Stand	L 	13	12969	15.1	14.5	43.9837	6.7456	7.6627	7.96	15.6228	50.7293	66.352
1225456	1	2023	Natural Stand	L 	13	12970	16.5	14.4	54.9699	8.2297	8.6865	9.5755	18.262	63.1997	81.4616
1225456	1	2023	Natural Stand	L 	13	12971	15.1	14.4	43.9837	6.7456	7.6627	7.96	15.6228	50.7293	66.352
1225456	1	2023	Natural Stand	L 	13	12972	23.2	14.3	129.5123	17.6744	14.0659	19.4798	33.5457	147.1867	180.7324
1225456	1	2023	Natural Stand	L 	13	12973	15.8	14	49.2926	7.4672	8.1699	8.7484	16.9183	56.7598	73.6781
1225456	1	2023	Natural Stand	L 	13	12974	12.5	13.9	27.3475	4.4152	5.8657	5.369	11.2347	31.7627	42.9974
1225456	1	2023	Natural Stand	L 	13	12975	13.6	13.8	33.8087	5.3346	6.6088	6.4007	13.0095	39.1434	52.1528
1225456	1	2023	Natural Stand	L 	13	12976	12.3	13.4	26.2605	4.2583	5.7334	5.1916	10.9249	30.5188	41.4438
1225456	1	2023	Natural Stand	L 	13	12977	13.8	13.1	35.073	5.5122	6.7467	6.5984	13.3451	40.5852	53.9302
1225456	1	2023	Natural Stand	L 	13	12978	13.9	12.7	35.7156	5.6022	6.8159	6.6984	13.5143	41.3178	54.8321
1225456	1	2023	Natural Stand	L 	13	12979	13.7	12.7	34.4373	5.423	6.6776	6.4992	13.1768	39.8604	53.0371
1225456	1	2023	Natural Stand	L 	13	12980	11.5	12.1	22.1746	3.6621	5.2132	4.5127	9.7258	25.8367	35.5625
1225456	1	2023	Natural Stand	L 	13	12981	14.3	12	38.3568	5.9703	7.0949	7.1064	14.2013	44.327	58.5284
1225456	1	2023	Natural Stand	L 	13	12982	15	11.7	43.2549	6.6458	7.5911	7.8506	15.4416	49.9007	65.3423
1225456	1	2023	Natural Stand	L 	13	12983	13.6	11.7	33.8087	5.3346	6.6088	6.4007	13.0095	39.1434	52.1528
1225456	1	2023	Natural Stand	L 	13	12984	14.3	11.5	38.3568	5.9703	7.0949	7.1064	14.2013	44.327	58.5284
1225456	1	2023	Natural Stand	L 	13	12985	11.8	10.9	23.6581	3.8799	5.4065	4.7615	10.168	27.538	37.706
1225456	1	2023	Natural Stand	L 	13	12986	17.8	10.9	66.5196	9.7557	9.67	11.2149	20.8849	76.2753	97.1602
1225456	1	2023	Natural Stand	L 	13	12987	12.4	10.9	26.8007	4.3364	5.7994	5.2799	11.0793	31.1371	42.2164
1225456	1	2023	Natural Stand	L 	13	12988	12.1	10.7	25.1999	4.1046	5.602	5.0172	10.6192	29.3045	39.9237
1225456	1	2023	Natural Stand	L 	13	12989	14.3	10.2	38.3568	5.9703	7.0949	7.1064	14.2013	44.327	58.5284
1225456	1	2023	Natural Stand	L 	13	12990	11.8	10.1	23.6581	3.8799	5.4065	4.7615	10.168	27.538	37.706
1225456	1	2023	Natural Stand	L 	13	12991	11.4	10	21.6929	3.5911	5.1492	4.4313	9.5805	25.2839	34.8644
1225456	1	2023	Natural Stand	L 	13	12992	13.1	9.7	30.7695	4.9048	6.2678	5.9201	12.1878	35.6743	47.8621
1225456	1	2023	Natural Stand	L 	13	12993	12	9.5	24.6794	4.0289	5.5366	4.9312	10.4678	28.7084	39.1761
1225456	1	2023	Natural Stand	L 	13	12994	12.2	9.4	25.7269	4.1811	5.6676	5.104	10.7715	29.908	40.6795
1225456	1	2023	Natural Stand	L 	13	12995	10.3	9.3	16.8074	2.8601	4.4608	3.5867	8.0475	19.6675	27.715
1225456	1	2023	Natural Stand	L 	13	12996	8.5	9	10.3688	1.859	3.3997	2.4036	5.8032	12.2278	18.0311
1225456	1	2023	Natural Stand	L 	13	12997	6.1	5.7	4.5018	0.8833	2.1264	1.2039	3.3303	5.3851	8.7154
1225456	1	2023	Natural Stand	L 	13	12998	5.1	4.3	2.8698	0.5912	1.6507	0.829	2.4797	3.4609	5.9406
1225701	1	2004	Natural Stand	L 	13	13026	23.4	21.09	132.3383	18.018	14.2377	19.8314	34.0691	150.3562	184.4253
1225701	1	2004	Natural Stand	L 	13	13027	22.5	20.58	119.909	16.5007	13.4694	18.275	31.7444	136.4097	168.1541
1225701	1	2004	Natural Stand	L 	13	13028	22	19.77	113.3206	15.6896	13.048	17.4389	30.487	129.0101	159.4971
1225701	1	2004	Natural Stand	L 	13	13029	15.3	15.03	45.4634	6.9476	7.8067	8.1813	15.988	52.411	68.399
1225701	1	2004	Natural Stand	L 	13	13030	7.6	11.08	7.8253	1.4463	2.902	1.9036	4.8055	9.2716	14.0772
1225701	1	2007	Natural Stand	L 	13	13059	22.2	20.6	115.929	16.0113	13.2161	17.7709	30.987	131.9403	162.9274
1225701	1	2007	Natural Stand	L 	13	13060	16.2	19.6	52.4911	7.8979	8.464	9.2162	17.6802	60.389	78.0692
1225701	1	2007	Natural Stand	L 	13	13061	19.3	19.3	81.5285	11.6968	10.8423	13.2745	24.1168	93.2253	117.3421
1225701	1	2007	Natural Stand	L 	13	13062	18.1	19.1	69.375	10.1284	9.9013	11.6124	21.5137	79.5033	101.017
1225701	1	2007	Natural Stand	L 	13	13063	14.1	13.1	37.022	5.7846	6.955	6.9008	13.8559	42.8066	56.6625
1225701	1	2016	Natural Stand	L 	13	13070	19.4	18.6	82.5949	11.8332	10.9218	13.4182	24.34	94.4281	118.7682
1225701	1	2016	Natural Stand	L 	13	13071	22.5	18	119.909	16.5007	13.4694	18.275	31.7444	136.4097	168.1541
1225701	1	2016	Natural Stand	L 	13	13072	15.2	17.4	44.7199	6.8462	7.7346	8.0703	15.8049	51.566	67.3709
1232251	1	2008	Natural Stand	L 	13	13074	24.6	18.13	150.0731	20.1567	15.2812	22.0097	37.2909	170.2298	207.5207
1232251	1	2008	Natural Stand	L 	13	13075	16.9	16.41	58.3828	8.684	8.9858	10.0656	19.0514	67.0668	86.1182
1232251	1	2008	Natural Stand	L 	13	13076	16	15.69	50.8767	7.6809	8.3166	8.9807	17.2973	58.5576	75.8549
1232251	1	2008	Natural Stand	L 	13	13077	15.4	14.9	46.2143	7.0499	7.8789	8.2931	16.1721	53.2642	69.4363
1232251	1	2008	Natural Stand	L 	13	13078	12.3	14.07	26.2605	4.2583	5.7334	5.1916	10.9249	30.5188	41.4438
1232251	1	2008	Natural Stand	L 	13	13079	11.5	13.99	22.1746	3.6621	5.2132	4.5127	9.7258	25.8367	35.5625
1232251	1	2008	Natural Stand	L 	13	13080	10.2	13.3	16.4001	2.7982	4.3997	3.5145	7.9142	19.1983	27.1125
1232251	1	2008	Natural Stand	L 	13	13081	15.5	13.29	46.9727	7.153	7.9514	8.4058	16.3572	54.1257	70.4828
1232251	1	2008	Natural Stand	L 	13	13082	12.4	12.68	26.8007	4.3364	5.7994	5.2799	11.0793	31.1371	42.2164
1232251	1	2008	Natural Stand	L 	13	13083	10.7	11.96	18.4974	3.1153	4.7078	3.8831	8.5909	21.6126	30.2035
1232251	1	2008	Natural Stand	L 	13	13084	11	11.89	19.8294	3.3146	4.8955	4.1134	9.0089	23.144	32.1529
1232251	1	2008	Natural Stand	L 	13	13085	12.1	11.39	25.1999	4.1046	5.602	5.0172	10.6192	29.3045	39.9237
1232251	1	2008	Natural Stand	L 	13	13086	12	11.24	24.6794	4.0289	5.5366	4.9312	10.4678	28.7084	39.1761
1232251	1	2008	Natural Stand	L 	13	13087	11	9.21	19.8294	3.3146	4.8955	4.1134	9.0089	23.144	32.1529
1232251	1	2008	Natural Stand	L 	13	13088	13.4	7.58	32.5723	5.1603	6.4717	6.2061	12.6778	37.7326	50.4105
1232251	1	2008	Natural Stand	L 	13	13089	9.2	7.4	12.6519	2.2201	3.8023	2.8345	6.6368	14.872	21.5088
1232251	1	2008	Natural Stand	L 	13	13090	5.7	6.39	3.7959	0.7587	1.9319	1.0452	2.9772	4.5546	7.5317
1232251	1	2008	Natural Stand	L 	13	13091	5.7	5.66	3.7959	0.7587	1.9319	1.0452	2.9772	4.5546	7.5317
1232251	1	2008	Natural Stand	L 	13	13092	5.1	4.49	2.8698	0.5912	1.6507	0.829	2.4797	3.4609	5.9406
1232251	1	2008	Natural Stand	L 	13	13093	4.3	2.79	1.8685	0.4032	1.2968	0.5809	1.8777	2.2717	4.1494
1232251	1	2018	Natural Stand	L 	13	13140	18.5	18.3	73.2951	10.6373	10.2122	12.1536	22.3657	83.9324	106.2982
1232251	1	2018	Natural Stand	L 	13	13141	16.8	17.3	57.518	8.5691	8.9107	9.9418	18.8525	66.0871	84.9397
1232251	1	2018	Natural Stand	L 	13	13142	10.4	14.5	17.2208	2.9228	4.5222	3.6597	8.1818	20.1435	28.3254
1232251	1	2018	Natural Stand	L 	13	13143	13.4	13.5	32.5723	5.1603	6.4717	6.2061	12.6778	37.7326	50.4105
1232251	1	2018	Natural Stand	L 	13	13144	13.7	12.2	34.4373	5.423	6.6776	6.4992	13.1768	39.8604	53.0371
